name,zip,kpi,Month 1,Month 2,delivery service
Fischer Burg,8010,# Commissionable Orders,55.0,62.0,deliverando
Fischer Burg,8010,Avg Basket Size €,21.15,22.46,deliverando
Fischer Burg,8010,# Negative Comments,0.0,0.0,deliverando
Fischer Burg,8010,# Positive Comments,1.0,1.0,deliverando
Fischer Burg,8010,% Kill Rate,135.0,105.0,deliverando
Fischer Burg,8010,Avg Time to Accept (s),249.0,311.0,deliverando
Holz Lokal,8010,# Commissionable Orders,12.0,7.0,deliverando
Holz Lokal,8010,Avg Basket Size €,16.37,25.5,deliverando
Holz Lokal,8010,# Negative Comments,0.0,0.0,deliverando
Holz Lokal,8010,# Positive Comments,0.0,0.0,deliverando
Holz Lokal,8010,Avg Time to Accept (s),634.0,365.0,deliverando
Stilvolle Hofladen,8010,# Commissionable Orders,80.0,106.0,deliverando
Stilvolle Hofladen,8010,Avg Basket Size €,17.55,16.62,deliverando
Stilvolle Hofladen,8010,# Negative Comments,0.0,1.0,deliverando
Stilvolle Hofladen,8010,# Positive Comments,0.0,1.0,deliverando
Stilvolle Hofladen,8010,% Kill Rate,64.0,67.0,deliverando
Stilvolle Hofladen,8010,Avg Time to Accept (s),365.0,389.0,deliverando
Rasante Schlösschen,8010,# Commissionable Orders,0.0,0.0,deliverando
Rasante Schlösschen,8010,# Negative Comments,0.0,0.0,deliverando
Rasante Schlösschen,8010,# Positive Comments,0.0,0.0,deliverando
Rasante Schlösschen,8010,% Kill Rate,125.0,91.0,deliverando
Heimat Stubn,8010,# Commissionable Orders,345.0,358.0,deliverando
Heimat Stubn,8010,Avg Basket Size €,17.68,17.24,deliverando
Heimat Stubn,8010,# Negative Comments,0.0,0.0,deliverando
Heimat Stubn,8010,# Positive Comments,1.0,1.0,deliverando
Heimat Stubn,8010,% Kill Rate,49.0,55.0,deliverando
Heimat Stubn,8010,Avg Time to Accept (s),421.0,466.0,deliverando
Königliche Felsenkeller,8010,# Commissionable Orders,111.0,142.0,deliverando
Königliche Felsenkeller,8010,Avg Basket Size €,23.07,22.96,deliverando
Königliche Felsenkeller,8010,# Negative Comments,0.0,1.0,deliverando
Königliche Felsenkeller,8010,# Positive Comments,1.0,1.0,deliverando
Königliche Felsenkeller,8010,% Kill Rate,106.0,149.0,deliverando
Königliche Felsenkeller,8010,Avg Time to Accept (s),464.0,538.0,deliverando
Rustikale Verköstigungszimmer,8020,# Commissionable Orders,46.0,32.0,deliverando
Rustikale Verköstigungszimmer,8020,Avg Basket Size €,14.9,14.76,deliverando
Rustikale Verköstigungszimmer,8020,# Negative Comments,0.0,1.0,deliverando
Rustikale Verköstigungszimmer,8020,# Positive Comments,1.0,1.0,deliverando
Rustikale Verköstigungszimmer,8020,% Kill Rate,58.0,56.0,deliverando
Rustikale Verköstigungszimmer,8020,Avg Time to Accept (s),479.0,380.0,deliverando
Festliche Tafelspitz,8020,# Commissionable Orders,122.0,67.0,deliverando
Festliche Tafelspitz,8020,Avg Basket Size €,23.18,22.08,deliverando
Festliche Tafelspitz,8020,# Negative Comments,1.0,1.0,deliverando
Festliche Tafelspitz,8020,# Positive Comments,1.0,1.0,deliverando
Festliche Tafelspitz,8020,Avg Time to Accept (s),21.0,31.0,deliverando
Bustling Almhütte,8020,# Commissionable Orders,39.0,0.0,deliverando
Bustling Almhütte,8020,# Negative Comments,0.0,0.0,deliverando
Bustling Almhütte,8020,# Positive Comments,1.0,0.0,deliverando
Bustling Almhütte,8020,% Kill Rate,32.0,24.0,deliverando
Rustikale Mühle,8055,# Commissionable Orders,0.0,0.0,deliverando
Rustikale Mühle,8055,# Negative Comments,0.0,0.0,deliverando
Rustikale Mühle,8055,# Positive Comments,0.0,0.0,deliverando
Grüne Weinkeller,8010,# Commissionable Orders,108.0,86.0,deliverando
Grüne Weinkeller,8010,Avg Basket Size €,17.31,17.77,deliverando
Grüne Weinkeller,8010,# Negative Comments,1.0,1.0,deliverando
Grüne Weinkeller,8010,# Positive Comments,1.0,1.0,deliverando
Grüne Weinkeller,8010,% Kill Rate,23.0,32.0,deliverando
Grüne Weinkeller,8010,Avg Time to Accept (s),470.0,467.0,deliverando
Blaue Schankstube,8055,# Commissionable Orders,70.0,80.0,deliverando
Blaue Schankstube,8055,Avg Basket Size €,23.59,24.52,deliverando
Blaue Schankstube,8055,# Negative Comments,0.0,0.0,deliverando
Blaue Schankstube,8055,# Positive Comments,1.0,1.0,deliverando
Blaue Schankstube,8055,% Kill Rate,166.0,179.0,deliverando
Blaue Schankstube,8055,Avg Time to Accept (s),569.0,366.0,deliverando
Malerische Tanzlokal,8020,# Commissionable Orders,53.0,42.0,deliverando
Malerische Tanzlokal,8020,Avg Basket Size €,18.38,19.41,deliverando
Malerische Tanzlokal,8020,# Negative Comments,0.0,0.0,deliverando
Malerische Tanzlokal,8020,# Positive Comments,1.0,1.0,deliverando
Malerische Tanzlokal,8020,% Kill Rate,94.0,74.0,deliverando
Malerische Tanzlokal,8020,Avg Time to Accept (s),16.0,12.0,deliverando
Sonnige Gasthof,8010,# Commissionable Orders,82.0,43.0,deliverando
Sonnige Gasthof,8010,Avg Basket Size €,18.92,19.21,deliverando
Sonnige Gasthof,8010,# Negative Comments,1.0,1.0,deliverando
Sonnige Gasthof,8010,# Positive Comments,1.0,1.0,deliverando
Sonnige Gasthof,8010,% Kill Rate,113.0,91.0,deliverando
Sonnige Gasthof,8010,Avg Time to Accept (s),505.0,463.0,deliverando
Moderne Klause,8055,# Commissionable Orders,24.0,24.0,deliverando
Moderne Klause,8055,Avg Basket Size €,18.91,18.52,deliverando
Moderne Klause,8055,# Negative Comments,0.0,3.0,deliverando
Moderne Klause,8055,# Positive Comments,0.0,1.0,deliverando
Moderne Klause,8055,% Kill Rate,106.0,65.0,deliverando
Moderne Klause,8055,Avg Time to Accept (s),790.0,111.0,deliverando
Pittoreske Blick,8010,# Commissionable Orders,0.0,0.0,deliverando
Pittoreske Blick,8010,# Negative Comments,0.0,0.0,deliverando
Pittoreske Blick,8010,# Positive Comments,0.0,0.0,deliverando
Gute Gourmet,8052,# Commissionable Orders,1.0,0.0,deliverando
Gute Gourmet,8052,# Negative Comments,0.0,0.0,deliverando
Gute Gourmet,8052,# Positive Comments,0.0,0.0,deliverando
Gute Gourmet,8052,% Kill Rate,123.0,79.0,deliverando
Magische Tisch,8010,# Commissionable Orders,70.0,90.0,deliverando
Magische Tisch,8010,Avg Basket Size €,28.08,27.23,deliverando
Magische Tisch,8010,# Negative Comments,0.0,1.0,deliverando
Magische Tisch,8010,# Positive Comments,1.0,1.0,deliverando
Magische Tisch,8010,% Kill Rate,0.12,0.11,deliverando
Magische Tisch,8010,Avg Time to Accept (s),463.0,501.0,deliverando
Ruhige Schanke,8020,# Commissionable Orders,0.0,0.0,deliverando
Ruhige Schanke,8020,# Negative Comments,0.0,0.0,deliverando
Ruhige Schanke,8020,# Positive Comments,0.0,0.0,deliverando
Rustikale Felsenkeller,8010,# Commissionable Orders,2.0,0.0,deliverando
Rustikale Felsenkeller,8010,# Negative Comments,0.0,0.0,deliverando
Rustikale Felsenkeller,8010,# Positive Comments,1.0,0.0,deliverando
Rustikale Felsenkeller,8010,% Kill Rate,0.0,0.0,deliverando
Moderne Rathskeller,8010,# Commissionable Orders,80.0,79.0,deliverando
Moderne Rathskeller,8010,Avg Basket Size €,29.17,25.34,deliverando
Moderne Rathskeller,8010,# Negative Comments,1.0,2.0,deliverando
Moderne Rathskeller,8010,# Positive Comments,1.0,1.0,deliverando
Moderne Rathskeller,8010,% Kill Rate,138.0,133.0,deliverando
Moderne Rathskeller,8010,Avg Time to Accept (s),483.0,492.0,deliverando
Bäuerliche Kneipenlokal,8041,# Commissionable Orders,0.0,0.0,deliverando
Bäuerliche Kneipenlokal,8041,# Negative Comments,0.0,0.0,deliverando
Bäuerliche Kneipenlokal,8041,# Positive Comments,0.0,0.0,deliverando
Bäuerliche Kneipenlokal,8041,% Kill Rate,91.0,116.0,deliverando
Kleine Weinbar,8010,# Commissionable Orders,67.0,62.0,deliverando
Kleine Weinbar,8010,Avg Basket Size €,17.21,17.12,deliverando
Kleine Weinbar,8010,# Negative Comments,1.0,0.0,deliverando
Kleine Weinbar,8010,# Positive Comments,1.0,1.0,deliverando
Kleine Weinbar,8010,% Kill Rate,75.0,78.0,deliverando
Kleine Weinbar,8010,Avg Time to Accept (s),422.0,578.0,deliverando
Rote Brauerei,8010,# Commissionable Orders,150.0,151.0,deliverando
Rote Brauerei,8010,Avg Basket Size €,26.84,27.51,deliverando
Rote Brauerei,8010,# Negative Comments,1.0,0.0,deliverando
Rote Brauerei,8010,# Positive Comments,1.0,1.0,deliverando
Rote Brauerei,8010,% Kill Rate,111.0,93.0,deliverando
Rote Brauerei,8010,Avg Time to Accept (s),381.0,459.0,deliverando
Stille Wirtshaus,8051,# Commissionable Orders,328.0,405.0,deliverando
Stille Wirtshaus,8051,Avg Basket Size €,18.84,21.29,deliverando
Stille Wirtshaus,8051,# Negative Comments,2.0,2.0,deliverando
Stille Wirtshaus,8051,# Positive Comments,1.0,1.0,deliverando
Stille Wirtshaus,8051,% Kill Rate,133.0,111.0,deliverando
Stille Wirtshaus,8051,Avg Time to Accept (s),15.0,16.0,deliverando
Blauer Stüberl,8020,# Commissionable Orders,94.0,129.0,deliverando
Blauer Stüberl,8020,Avg Basket Size €,28.41,29.64,deliverando
Blauer Stüberl,8020,# Negative Comments,1.0,1.0,deliverando
Blauer Stüberl,8020,# Positive Comments,1.0,1.0,deliverando
Blauer Stüberl,8020,% Kill Rate,98.0,105.0,deliverando
Blauer Stüberl,8020,Avg Time to Accept (s),399.0,475.0,deliverando
Kleine Weinbar,8054,# Commissionable Orders,19.0,33.0,deliverando
Kleine Weinbar,8054,Avg Basket Size €,24.22,19.37,deliverando
Kleine Weinbar,8054,# Negative Comments,0.0,0.0,deliverando
Kleine Weinbar,8054,# Positive Comments,1.0,1.0,deliverando
Kleine Weinbar,8054,Avg Time to Accept (s),280.0,455.0,deliverando
Rasante Wirt,8010,# Commissionable Orders,30.0,3.0,deliverando
Rasante Wirt,8010,Avg Basket Size €,36.1,43.1,deliverando
Rasante Wirt,8010,# Negative Comments,0.0,0.0,deliverando
Rasante Wirt,8010,# Positive Comments,1.0,0.0,deliverando
Rasante Wirt,8010,Avg Time to Accept (s),533.0,292.0,deliverando
Bustling Zimmer,8041,# Commissionable Orders,0.0,0.0,deliverando
Bustling Zimmer,8041,# Negative Comments,0.0,0.0,deliverando
Bustling Zimmer,8041,# Positive Comments,0.0,0.0,deliverando
Bustling Zimmer,8041,% Kill Rate,81.0,107.0,deliverando
Rasante Bräustüberl,8010,# Commissionable Orders,24.0,18.0,deliverando
Rasante Bräustüberl,8010,Avg Basket Size €,23.53,22.14,deliverando
Rasante Bräustüberl,8010,# Negative Comments,0.0,0.0,deliverando
Rasante Bräustüberl,8010,# Positive Comments,1.0,1.0,deliverando
Rasante Bräustüberl,8010,% Kill Rate,93.0,83.0,deliverando
Rasante Bräustüberl,8010,Avg Time to Accept (s),696.0,584.0,deliverando
Wein Hideaway,8010,# Commissionable Orders,36.0,62.0,deliverando
Wein Hideaway,8010,Avg Basket Size €,21.42,21.51,deliverando
Wein Hideaway,8010,# Negative Comments,0.0,0.0,deliverando
Wein Hideaway,8010,# Positive Comments,1.0,1.0,deliverando
Wein Hideaway,8010,% Kill Rate,38.0,28.0,deliverando
Wein Hideaway,8010,Avg Time to Accept (s),449.0,536.0,deliverando
Neue Herrenhaus,8010,# Commissionable Orders,94.0,71.0,deliverando
Neue Herrenhaus,8010,Avg Basket Size €,14.18,14.12,deliverando
Neue Herrenhaus,8010,# Negative Comments,0.0,0.0,deliverando
Neue Herrenhaus,8010,# Positive Comments,1.0,1.0,deliverando
Neue Herrenhaus,8010,% Kill Rate,137.0,0.1,deliverando
Neue Herrenhaus,8010,Avg Time to Accept (s),486.0,604.0,deliverando
Hof Keller,8020,# Commissionable Orders,0.0,0.0,deliverando
Hof Keller,8020,# Negative Comments,0.0,0.0,deliverando
Hof Keller,8020,# Positive Comments,0.0,0.0,deliverando
Hof Keller,8020,% Kill Rate,0.0,0.02,deliverando
Scharfe Kaminzimmer,8020,# Commissionable Orders,18.0,9.0,deliverando
Scharfe Kaminzimmer,8020,Avg Basket Size €,16.74,15.67,deliverando
Scharfe Kaminzimmer,8020,# Negative Comments,0.0,0.0,deliverando
Scharfe Kaminzimmer,8020,# Positive Comments,0.0,1.0,deliverando
Scharfe Kaminzimmer,8020,% Kill Rate,145.0,133.0,deliverando
Scharfe Kaminzimmer,8020,Avg Time to Accept (s),477.0,559.0,deliverando
Quaint Rathskeller,8020,# Commissionable Orders,43.0,36.0,deliverando
Quaint Rathskeller,8020,Avg Basket Size €,10.36,9.28,deliverando
Quaint Rathskeller,8020,# Negative Comments,1.0,0.0,deliverando
Quaint Rathskeller,8020,# Positive Comments,1.0,1.0,deliverando
Quaint Rathskeller,8020,% Kill Rate,113.0,94.0,deliverando
Quaint Rathskeller,8020,Avg Time to Accept (s),449.0,542.0,deliverando
Moderne Ratsstube,8041,# Commissionable Orders,8.0,11.0,deliverando
Moderne Ratsstube,8041,Avg Basket Size €,20.25,19.12,deliverando
Moderne Ratsstube,8041,# Negative Comments,0.0,2.0,deliverando
Moderne Ratsstube,8041,# Positive Comments,0.0,1.0,deliverando
Moderne Ratsstube,8041,% Kill Rate,132.0,99.0,deliverando
Moderne Ratsstube,8041,Avg Time to Accept (s),457.0,730.0,deliverando
Stilvolle Platz,8055,# Commissionable Orders,69.0,67.0,deliverando
Stilvolle Platz,8055,Avg Basket Size €,18.18,20.04,deliverando
Stilvolle Platz,8055,# Negative Comments,0.0,0.0,deliverando
Stilvolle Platz,8055,# Positive Comments,1.0,1.0,deliverando
Stilvolle Platz,8055,% Kill Rate,118.0,108.0,deliverando
Stilvolle Platz,8055,Avg Time to Accept (s),12.0,13.0,deliverando
Herbstliche Rittersaal,8054,# Commissionable Orders,41.0,85.0,deliverando
Herbstliche Rittersaal,8054,Avg Basket Size €,18.73,20.6,deliverando
Herbstliche Rittersaal,8054,# Negative Comments,0.0,0.0,deliverando
Herbstliche Rittersaal,8054,# Positive Comments,1.0,1.0,deliverando
Herbstliche Rittersaal,8054,% Kill Rate,132.0,131.0,deliverando
Herbstliche Rittersaal,8054,Avg Time to Accept (s),23.0,21.0,deliverando
Fröhliche Schankstube,8055,# Commissionable Orders,17.0,4.0,deliverando
Fröhliche Schankstube,8055,Avg Basket Size €,32.03,38.48,deliverando
Fröhliche Schankstube,8055,# Negative Comments,0.0,0.0,deliverando
Fröhliche Schankstube,8055,# Positive Comments,1.0,1.0,deliverando
Fröhliche Schankstube,8055,% Kill Rate,105.0,103.0,deliverando
Fröhliche Schankstube,8055,Avg Time to Accept (s),832.0,281.0,deliverando
Schöne Tanzschuppen,8010,# Commissionable Orders,80.0,88.0,deliverando
Schöne Tanzschuppen,8010,Avg Basket Size €,27.36,29.0,deliverando
Schöne Tanzschuppen,8010,# Negative Comments,0.0,0.0,deliverando
Schöne Tanzschuppen,8010,# Positive Comments,1.0,1.0,deliverando
Schöne Tanzschuppen,8010,% Kill Rate,161.0,149.0,deliverando
Schöne Tanzschuppen,8010,Avg Time to Accept (s),564.0,495.0,deliverando
Kaiser Club,8010,# Commissionable Orders,4.0,3.0,deliverando
Kaiser Club,8010,Avg Basket Size €,27.28,19.9,deliverando
Kaiser Club,8010,# Negative Comments,0.0,0.0,deliverando
Kaiser Club,8010,# Positive Comments,1.0,0.0,deliverando
Kaiser Club,8010,Avg Time to Accept (s),232.0,322.0,deliverando
Hof Tisch,8045,# Commissionable Orders,3.0,2.0,deliverando
Hof Tisch,8045,# Negative Comments,0.0,0.0,deliverando
Hof Tisch,8045,# Positive Comments,0.0,0.0,deliverando
Malerische Lokal,8055,# Commissionable Orders,82.0,74.0,deliverando
Malerische Lokal,8055,Avg Basket Size €,22.39,24.34,deliverando
Malerische Lokal,8055,# Negative Comments,0.0,1.0,deliverando
Malerische Lokal,8055,# Positive Comments,1.0,1.0,deliverando
Malerische Lokal,8055,Avg Time to Accept (s),334.0,390.0,deliverando
Frische Drinkery,8020,# Commissionable Orders,97.0,26.0,deliverando
Frische Drinkery,8020,Avg Basket Size €,17.87,20.73,deliverando
Frische Drinkery,8020,# Negative Comments,3.0,1.0,deliverando
Frische Drinkery,8020,# Positive Comments,1.0,1.0,deliverando
Frische Drinkery,8020,Avg Time to Accept (s),320.0,296.0,deliverando
Ländliche Felsenkeller,8020,# Commissionable Orders,33.0,156.0,deliverando
Ländliche Felsenkeller,8020,Avg Basket Size €,12.69,14.36,deliverando
Ländliche Felsenkeller,8020,# Negative Comments,0.0,3.0,deliverando
Ländliche Felsenkeller,8020,# Positive Comments,1.0,1.0,deliverando
Ländliche Felsenkeller,8020,Avg Time to Accept (s),500.0,473.0,deliverando
Sanfte Gesellschaftsraum,8055,# Commissionable Orders,0.0,0.0,deliverando
Sanfte Gesellschaftsraum,8055,# Negative Comments,0.0,0.0,deliverando
Sanfte Gesellschaftsraum,8055,# Positive Comments,0.0,0.0,deliverando
Frische Hofladen,8054,# Commissionable Orders,3.0,0.0,deliverando
Frische Hofladen,8054,# Negative Comments,0.0,0.0,deliverando
Frische Hofladen,8054,# Positive Comments,0.0,0.0,deliverando
Ehrwürdige Hof,8010,# Commissionable Orders,39.0,0.0,deliverando
Ehrwürdige Hof,8010,# Negative Comments,0.0,0.0,deliverando
Ehrwürdige Hof,8010,# Positive Comments,1.0,0.0,deliverando
Große Küche,8055,# Commissionable Orders,111.0,40.0,deliverando
Große Küche,8055,Avg Basket Size €,26.59,27.13,deliverando
Große Küche,8055,# Negative Comments,2.0,0.0,deliverando
Große Küche,8055,# Positive Comments,1.0,1.0,deliverando
Große Küche,8055,Avg Time to Accept (s),577.0,445.0,deliverando
Nostalgische Hofbräu,8020,# Commissionable Orders,25.0,1.0,deliverando
Nostalgische Hofbräu,8020,Avg Basket Size €,15.49,14.4,deliverando
Nostalgische Hofbräu,8020,# Negative Comments,1.0,0.0,deliverando
Nostalgische Hofbräu,8020,# Positive Comments,1.0,0.0,deliverando
Nostalgische Hofbräu,8020,Avg Time to Accept (s),305.0,155.0,deliverando
Fischer Tafelspitz,8020,# Commissionable Orders,54.0,29.0,deliverando
Fischer Tafelspitz,8020,Avg Basket Size €,11.58,13.54,deliverando
Fischer Tafelspitz,8020,# Negative Comments,0.0,0.0,deliverando
Fischer Tafelspitz,8020,# Positive Comments,1.0,0.0,deliverando
Fischer Tafelspitz,8020,Avg Time to Accept (s),472.0,536.0,deliverando
Hohe Brauerei,8020,# Commissionable Orders,17.0,13.0,deliverando
Hohe Brauerei,8020,Avg Basket Size €,17.14,22.65,deliverando
Hohe Brauerei,8020,# Negative Comments,0.0,0.0,deliverando
Hohe Brauerei,8020,# Positive Comments,1.0,1.0,deliverando
Hohe Brauerei,8020,Avg Time to Accept (s),482.0,284.0,deliverando
Romantische Garten,8010,# Commissionable Orders,86.0,175.0,deliverando
Romantische Garten,8010,Avg Basket Size €,21.34,22.78,deliverando
Romantische Garten,8010,# Negative Comments,0.0,1.0,deliverando
Romantische Garten,8010,# Positive Comments,1.0,1.0,deliverando
Romantische Garten,8010,Avg Time to Accept (s),485.0,626.0,deliverando
Herzliche Eatery,8010,# Commissionable Orders,0.0,110.0,deliverando
Herzliche Eatery,8010,# Negative Comments,0.0,1.0,deliverando
Herzliche Eatery,8010,# Positive Comments,0.0,1.0,deliverando
Adventurous Brauerei,8020,# Commissionable Orders,0.0,15.0,deliverando
Adventurous Brauerei,8020,# Negative Comments,0.0,0.0,deliverando
Adventurous Brauerei,8020,# Positive Comments,0.0,0.0,deliverando
Fischer Blick,8042,# Commissionable Orders,157.0,481.0,deliverando
Fischer Blick,8042,Avg Basket Size €,22.13,23.17,deliverando
Fischer Blick,8042,# Negative Comments,2.0,2.0,deliverando
Fischer Blick,8042,# Positive Comments,1.0,1.0,deliverando
Fischer Blick,8042,Avg Time to Accept (s),25.0,19.0,deliverando
Blumen Kaminzimmer,8010,# Commissionable Orders,2.0,17.0,deliverando
Blumen Kaminzimmer,8010,Avg Basket Size €,17.2,26.24,deliverando
Blumen Kaminzimmer,8010,# Negative Comments,0.0,0.0,deliverando
Blumen Kaminzimmer,8010,# Positive Comments,0.0,1.0,deliverando
Blumen Kaminzimmer,8010,Avg Time to Accept (s),33.0,514.0,deliverando
Bäuerliche Pizzeria,8020,# Commissionable Orders,0.0,454.0,deliverando
Bäuerliche Pizzeria,8020,# Negative Comments,0.0,11.0,deliverando
Bäuerliche Pizzeria,8020,# Positive Comments,0.0,1.0,deliverando
Edle Zirbelstube,8010,# Commissionable Orders,0.0,175.0,deliverando
Edle Zirbelstube,8010,# Negative Comments,0.0,0.0,deliverando
Edle Zirbelstube,8010,# Positive Comments,0.0,1.0,deliverando
Geheimnisvolle Weinbar,8052,# Commissionable Orders,7.0,76.0,deliverando
Geheimnisvolle Weinbar,8052,Avg Basket Size €,16.54,19.79,deliverando
Geheimnisvolle Weinbar,8052,# Negative Comments,0.0,0.0,deliverando
Geheimnisvolle Weinbar,8052,# Positive Comments,1.0,1.0,deliverando
Geheimnisvolle Weinbar,8052,Avg Time to Accept (s),20.0,20.0,deliverando
Bauer Kaminzimmer,8010,# Commissionable Orders,0.0,3.0,deliverando
Bauer Kaminzimmer,8010,# Negative Comments,0.0,0.0,deliverando
Bauer Kaminzimmer,8010,# Positive Comments,0.0,0.0,deliverando
Bustling Küche,8054,# Commissionable Orders,0.0,39.0,deliverando
Bustling Küche,8054,# Negative Comments,0.0,0.0,deliverando
Bustling Küche,8054,# Positive Comments,0.0,1.0,deliverando
Adventurous Brauhaus,8010,# Commissionable Orders,0.0,102.0,deliverando
Adventurous Brauhaus,8010,# Negative Comments,0.0,0.0,deliverando
Adventurous Brauhaus,8010,# Positive Comments,0.0,1.0,deliverando
Kleine Stubn,8010,# Commissionable Orders,0.0,4.0,deliverando
Kleine Stubn,8010,# Negative Comments,0.0,0.0,deliverando
Kleine Stubn,8010,# Positive Comments,0.0,0.0,deliverando
Stille Juke joint,8020,# Commissionable Orders,0.0,80.0,deliverando
Stille Juke joint,8020,# Negative Comments,0.0,3.0,deliverando
Stille Juke joint,8020,# Positive Comments,0.0,1.0,deliverando
Blaue Biergarten,8010,# Commissionable Orders,0.0,6.0,deliverando
Blaue Biergarten,8010,# Negative Comments,0.0,0.0,deliverando
Blaue Biergarten,8010,# Positive Comments,0.0,0.0,deliverando
Blumen Speisesaal,8020,# Commissionable Orders,0.0,21.0,deliverando
Blumen Speisesaal,8020,# Negative Comments,0.0,0.0,deliverando
Blumen Speisesaal,8020,# Positive Comments,0.0,1.0,deliverando
Märchenhafte Tanzschuppen,8055,# Commissionable Orders,0.0,7.0,deliverando
Märchenhafte Tanzschuppen,8055,# Negative Comments,0.0,0.0,deliverando
Märchenhafte Tanzschuppen,8055,# Positive Comments,0.0,0.0,deliverando
Prachtvolle Platz,8010,# Commissionable Orders,0.0,21.0,deliverando
Prachtvolle Platz,8010,# Negative Comments,0.0,0.0,deliverando
Prachtvolle Platz,8010,# Positive Comments,0.0,0.0,deliverando
Fischer Schenke,8010,# Commissionable Orders,0.0,0.0,deliverando
Fischer Schenke,8010,# Negative Comments,0.0,0.0,deliverando
Fischer Schenke,8010,# Positive Comments,0.0,0.0,deliverando
Königliche Hofbräu,8055,# Commissionable Orders,0.0,0.0,deliverando
Königliche Hofbräu,8055,# Negative Comments,0.0,0.0,deliverando
Königliche Hofbräu,8055,# Positive Comments,0.0,0.0,deliverando
Verträumte Weinlokal,8010,# Commissionable Orders,0.0,0.0,deliverando
Verträumte Weinlokal,8010,# Negative Comments,0.0,0.0,deliverando
Verträumte Weinlokal,8010,# Positive Comments,0.0,0.0,deliverando
Maritime Schänke,8020,# Commissionable Orders,0.0,0.0,deliverando
Maritime Schänke,8020,# Negative Comments,0.0,0.0,deliverando
Maritime Schänke,8020,# Positive Comments,0.0,0.0,deliverando
Bunte Südseeparadies,8010,# Commissionable Orders,0.0,0.0,deliverando
Bunte Südseeparadies,8010,# Negative Comments,0.0,0.0,deliverando
Bunte Südseeparadies,8010,# Positive Comments,0.0,0.0,deliverando
Sanfte Gaststube,8051,# Commissionable Orders,0.0,0.0,deliverando
Sanfte Gaststube,8051,# Negative Comments,0.0,0.0,deliverando
Sanfte Gaststube,8051,# Positive Comments,0.0,0.0,deliverando
Romantische Keller,8045,# Commissionable Orders,0.0,0.0,deliverando
Romantische Keller,8045,# Negative Comments,0.0,0.0,deliverando
Romantische Keller,8045,# Positive Comments,0.0,0.0,deliverando
Edle Gastgewölbe,8010,# Commissionable Orders,0.0,0.0,deliverando
Edle Gastgewölbe,8010,# Negative Comments,0.0,0.0,deliverando
Edle Gastgewölbe,8010,# Positive Comments,0.0,0.0,deliverando
Ehrwürdige Schmiede,8053,# Commissionable Orders,0.0,0.0,deliverando
Ehrwürdige Schmiede,8053,# Negative Comments,0.0,0.0,deliverando
Ehrwürdige Schmiede,8053,# Positive Comments,0.0,0.0,deliverando
Rauchige Winery,8010,# Commissionable Orders,0.0,0.0,deliverando
Rauchige Winery,8010,# Negative Comments,0.0,0.0,deliverando
Rauchige Winery,8010,# Positive Comments,0.0,0.0,deliverando
Adventurous Rathskeller,8010,# Commissionable Orders,0.0,0.0,deliverando
Adventurous Rathskeller,8010,# Negative Comments,0.0,0.0,deliverando
Adventurous Rathskeller,8010,# Positive Comments,0.0,0.0,deliverando
Königliche Dorfschenke,8010,# Commissionable Orders,0.0,0.0,deliverando
Königliche Dorfschenke,8010,# Negative Comments,0.0,0.0,deliverando
Königliche Dorfschenke,8010,# Positive Comments,0.0,0.0,deliverando
Fröhliche Scheune,8010,# Commissionable Orders,0.0,0.0,deliverando
Fröhliche Scheune,8010,# Negative Comments,0.0,0.0,deliverando
Fröhliche Scheune,8010,# Positive Comments,0.0,0.0,deliverando
Fröhliche Scheune,8055,# Commissionable Orders,0.0,0.0,deliverando
Fröhliche Scheune,8055,# Negative Comments,0.0,0.0,deliverando
Fröhliche Scheune,8055,# Positive Comments,0.0,0.0,deliverando
Verträumte Gesellschaftsraum,8020,# Commissionable Orders,0.0,0.0,deliverando
Verträumte Gesellschaftsraum,8020,# Negative Comments,0.0,0.0,deliverando
Verträumte Gesellschaftsraum,8020,# Positive Comments,0.0,0.0,deliverando
Goldene Mühle,8045,# Commissionable Orders,0.0,0.0,deliverando
Goldene Mühle,8045,# Negative Comments,0.0,0.0,deliverando
Goldene Mühle,8045,# Positive Comments,0.0,0.0,deliverando
Roter Gastgewölbe,8020,# Commissionable Orders,0.0,0.0,deliverando
Roter Gastgewölbe,8020,# Negative Comments,0.0,0.0,deliverando
Roter Gastgewölbe,8020,# Positive Comments,0.0,0.0,deliverando
Kultivierte Bräustüberl,8020,# Commissionable Orders,0.0,0.0,deliverando
Kultivierte Bräustüberl,8020,# Negative Comments,0.0,0.0,deliverando
Kultivierte Bräustüberl,8020,# Positive Comments,0.0,0.0,deliverando
Fischer Braustube,8045,# Commissionable Orders,0.0,0.0,deliverando
Fischer Braustube,8045,# Negative Comments,0.0,0.0,deliverando
Fischer Braustube,8045,# Positive Comments,0.0,0.0,deliverando
Scharfe Speakeasy,8010,# Commissionable Orders,0.0,0.0,deliverando
Scharfe Speakeasy,8010,# Negative Comments,0.0,0.0,deliverando
Scharfe Speakeasy,8010,# Positive Comments,0.0,0.0,deliverando
Kleine Schankstube,8010,# Commissionable Orders,0.0,0.0,deliverando
Kleine Schankstube,8010,# Negative Comments,0.0,0.0,deliverando
Kleine Schankstube,8010,# Positive Comments,0.0,0.0,deliverando
Erfahrene Tafelspitz,8041,# Commissionable Orders,0.0,0.0,deliverando
